"latestdataforgrade","schoolyearstart","schoolyearend","locationabbr","topic","grade","indicator","datasource","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_interval","high_confidence_interval","confidence_interval_footnote_symbol","confidence_interval_footnote","sample_size","response_rate","response_rate_footnote_symbol","response_rate_footnote","adjusted_for_nonresponse","percent_eligible_for_the_nslp_sampleschools","nslp_sampleschools_footnote_symbol","nslp_sampleschools_footnote","percent_eligible_for_the_nslp_samplestudents","nslp_samplestudents_footnote_symbol","nslp_samplestudents_footnote","percent_eligible_for_the_nslp_state","nslp_state_footnote_symbol","nslp_state_footnote","locationdesc","locationid","geolocation","gradeid","sortgradeid","indicatorid"
"Yes","2018","2019","IL","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","53.0",,,"49.0","57.1",,,"2921","37",,,"Yes",,"NR","Not Reported",,"NC","Not Collected","55",,,"Illinois","17","
,  
(40.48501028300046, -88.99771017799969)","3GRADE","05","CHD1_2"
"Yes","2018","2019","IL","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","22.2",,,"19.1","25.2",,,"2921","37",,,"Yes",,"NR","Not Reported",,"NC","Not Collected","55",,,"Illinois","17","
,  
(40.48501028300046, -88.99771017799969)","3GRADE","05","CHD1_3"
"Yes","2018","2019","IL","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","41.6",,,"38.7","44.6",,,"2921","37",,,"Yes",,"NR","Not Reported",,"NC","Not Collected","55",,,"Illinois","17","
,  
(40.48501028300046, -88.99771017799969)","3GRADE","05","CHD1_1"
"Yes","2012","2014","IN","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","16.7",,,"13.8","19.5",,,"1482","28",,,"Yes","51",,,,"NC","Not Collected","53",,,"Indiana","18","
,  
(39.766910452000445, -86.14996019399968)","3GRADE","05","CHD1_3"
"Yes","2012","2014","IN","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","51.0",,,"47.0","55.0",,,"1482","28",,,"Yes","51",,,,"NC","Not Collected","53",,,"Indiana","18","
,  
(39.766910452000445, -86.14996019399968)","3GRADE","05","CHD1_1"
"Yes","2012","2014","IN","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","34.2",,,"31.1","37.4",,,"1482","28",,,"Yes","51",,,,"NC","Not Collected","53",,,"Indiana","18","
,  
(39.766910452000445, -86.14996019399968)","3GRADE","05","CHD1_2"
"Yes","2016","2017","IHS","Child","First Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","85.0",,,"81.0","89.1",,,"1538",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"1GRADE","03","CHD1_1"
"Yes","2016","2017","IHS","Child","First Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","27.7",,,"21.2","34.2",,,"1538",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"1GRADE","03","CHD1_2"
"Yes","2016","2017","IHS","Child","First Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","46.2",,,"39.9","52.5",,,"1538",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"1GRADE","03","CHD1_3"
"Yes","2018","2019","IHS","Child","Head Start","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","43.9",,,"38.1","49.9",,,"4565",,"NR","Not Reported","Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Indian Health Service",,,"HGRADE","01","CHD1_3"
"Yes","2018","2019","IHS","Child","Head Start","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","71.1",,,"65.7","76.5",,,"4565",,"NR","Not Reported","Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Indian Health Service",,,"HGRADE","01","CHD1_1"
"Yes","2016","2017","IHS","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","89.7",,,"86.2","93.1",,,"1206",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"KGRADE","02","CHD1_1"
"Yes","2016","2017","IHS","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","49.7",,,"43.4","55.9",,,"1206",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"KGRADE","02","CHD1_3"
"Yes","2016","2017","IHS","Child","Second Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","87.2",,,"83.9","90.5",,,"1481",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"2GRADE","04","CHD1_1"
"Yes","2016","2017","IHS","Child","Second Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","44.6",,,"37.5","51.7",,,"1481",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"2GRADE","04","CHD1_2"
"Yes","2016","2017","IHS","Child","Second Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","48.5",,,"42.6","54.5",,,"1481",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"2GRADE","04","CHD1_3"
"Yes","2016","2017","IHS","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","87.0",,,"84.1","89.9",,,"1522",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"3GRADE","05","CHD1_1"
"Yes","2016","2017","IHS","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","46.0",,,"39.4","52.6",,,"1522",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"3GRADE","05","CHD1_3"
"Yes","2016","2017","IHS","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","54.8",,,"47.7","61.8",,,"1522",,"NR","Not Reported","Yes",,"NR","Not Reported",,"NC","Not Collected",,"NR","Not Reported","Indian Health Service",,,"3GRADE","05","CHD1_2"
"Yes","2014","2015","IA","Child","Head Start","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","17.2",,,"13.5","21.7",,,"1090","76",,,"No",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","HGRADE","01","CHD1_3"
"Yes","2014","2015","IA","Child","Head Start","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","43.3",,,"38.3","48.4",,,"1090","76",,,"No",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","HGRADE","01","CHD1_1"
"Yes","2015","2016","IA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","59.4",,,"56.9","62.0",,,"2470","44",,,"Yes","47",,,"44",,,,"NR","Not Reported","Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_2"
"Yes","2015","2016","IA","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","53.6",,,"51.1","56.2",,,"2470","44",,,"Yes","47",,,"44",,,,"NR","Not Reported","Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_1"
"Yes","2015","2016","IA","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","16.0",,,"14.2","17.9",,,"2470","44",,,"Yes","47",,,"44",,,,"NR","Not Reported","Iowa","19","
,  
(42.46940091300047, -93.81649055599968)","3GRADE","05","CHD1_3"
"Yes","2015","2016","KS","Child","Head Start","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","9.8",,,"7.2","12.5",,,"1443","44",,,"Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Kansas","20","
,  
(38.34774030000045, -98.20078122699965)","HGRADE","01","CHD1_3"
"Yes","2015","2016","KS","Child","Head Start","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","30.9",,,"27.4","34.3",,,"1443","44",,,"Yes",,"NA","Not Applicable",,"NA","Not Applicable",,"NA","Not Applicable","Kansas","20","
,  
(38.34774030000045, -98.20078122699965)","HGRADE","01","CHD1_1"
"Yes","2017","2020","KS","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","54.0",,,"50.2","57.9",,,"2435","58",,,"Yes","54",,,,"NC","Not Collected","53",,,"Kansas","20","
,  
(38.34774030000045, -98.20078122699965)","3GRADE","05","CHD1_1"
"Yes","2017","2020","KS","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","17.6",,,"14.4","20.7",,,"2435","58",,,"Yes","54",,,,"NC","Not Collected","53",,,"Kansas","20","
,  
(38.34774030000045, -98.20078122699965)","3GRADE","05","CHD1_3"
"Yes","2017","2020","KS","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","36.2",,,"32.0","40.4",,,"2435","58",,,"Yes","54",,,,"NC","Not Collected","53",,,"Kansas","20","
,  
(38.34774030000045, -98.20078122699965)","3GRADE","05","CHD1_2"
"Yes","2000","2001","KY","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","59.8",,,"57.1","62.6",,,"3244","64",,,"Yes","52",,,,"NC","Not Collected",,"NR","Not Reported","Kentucky","21","
,  
(37.645970271000465, -84.77497104799966)","3GRADE","05","CHD1_1"
"Yes","2000","2001","KY","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","28.8",,,"26.0","31.6",,,"3244","64",,,"Yes","52",,,,"NC","Not Collected",,"NR","Not Reported","Kentucky","21","
,  
(37.645970271000465, -84.77497104799966)","3GRADE","05","CHD1_2"
"Yes","2000","2001","KY","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","34.6",,,"31.9","37.4",,,"3244","64",,,"Yes","52",,,,"NC","Not Collected",,"NR","Not Reported","Kentucky","21","
,  
(37.645970271000465, -84.77497104799966)","3GRADE","05","CHD1_3"
"Yes","2016","2018","LA","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","26.2",,,"22.0","30.3",,,"1264",,"NR","Not Reported","Yes","70",,,"70",,,"75",,,"Louisiana","22","
,  
(31.31266064400046, -92.44568007099969)","3GRADE","05","CHD1_3"
"Yes","2016","2018","LA","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","28.7",,,"25.7","31.7",,,"1264",,"NR","Not Reported","Yes","70",,,"70",,,"75",,,"Louisiana","22","
,  
(31.31266064400046, -92.44568007099969)","3GRADE","05","CHD1_2"
"Yes","2016","2018","LA","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","56.4",,,"51.8","61.1",,,"1264",,"NR","Not Reported","Yes","70",,,"70",,,"75",,,"Louisiana","22","
,  
(31.31266064400046, -92.44568007099969)","3GRADE","05","CHD1_1"
"Yes","2015","2016","ME","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","27.7",,,"18.5","36.9",,,"270","30",,,"Yes","56",,,,"NC","Not Collected","47",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","KGRADE","02","CHD1_1"
"Yes","2015","2016","ME","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","6.7",,,"2.9","10.4",,,"270","30",,,"Yes","56",,,,"NC","Not Collected","47",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","KGRADE","02","CHD1_3"
"Yes","2015","2016","ME","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","72.8",,,"57.8","87.9",,,"360","31",,,"Yes","56",,,,"NC","Not Collected","47",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","3GRADE","05","CHD1_2"
"Yes","2015","2016","ME","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","40.9",,,"33.0","48.9",,,"360","31",,,"Yes","56",,,,"NC","Not Collected","47",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","3GRADE","05","CHD1_1"
"Yes","2015","2016","ME","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","15.6",,,"12.4","18.7",,,"360","31",,,"Yes","56",,,,"NC","Not Collected","47",,,"Maine","23","
,  
(45.254228894000505, -68.98503133599962)","3GRADE","05","CHD1_3"
"Yes","2015","2016","MD","Child","Kindergarten","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","30.2",,,"28.7","31.6",,,"3833","74",,,"Yes","51",,,,"NC","Not Collected","51",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","KGRADE","02","CHD1_1"
"Yes","2015","2016","MD","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","13.4",,,"12.4","14.6",,,"3833","74",,,"Yes","51",,,,"NC","Not Collected","51",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","KGRADE","02","CHD1_3"
"Yes","2015","2016","MD","Child","Third Grade","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","13.6",,,"12.3","14.4",,,"4044","77",,,"Yes","51",,,,"NC","Not Collected","51",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","3GRADE","05","CHD1_3"
"Yes","2015","2016","MD","Child","Third Grade","Caries Experience: Percentage of students with caries experience (treated or untreated tooth decay)","State Oral Health Survey","%","Percentage","41.3",,,"40.0","43.0",,,"4044","77",,,"Yes","51",,,,"NC","Not Collected","51",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","3GRADE","05","CHD1_1"
"Yes","2015","2016","MD","Child","Third Grade","Dental Sealants: Percentage of students with dental sealants on at least one permanent molar tooth","State Oral Health Survey","%","Percentage","41.4",,,"39.5","42.5",,,"4044","77",,,"Yes","51",,,,"NC","Not Collected","51",,,"Maryland","24","
,  
(39.29058096400047, -76.60926011099963)","3GRADE","05","CHD1_2"
"Yes","2006","2007","MA","Child","Kindergarten","Untreated Tooth Decay: Percentage of students with untreated tooth decay","State Oral Health Survey","%","Percentage","14.5",,,"11.9","17.0",,,"2162","51",,,"No",,"NR","Not Reported","31",,,"32",,,"Massachusetts","25","
,  
(42.27687047000046, -72.08269067499964)","KGRADE","02","CHD1_3"
